State         Time     Position         c_LiPF6            Φ_2
  CDR        hours           um          mol/mL               V
  D        0.00528      0.47500    1.00000E-003    1.60571E-002
  D        0.00528      0.52500    1.00000E-003    1.45059E-002
  D        0.00528      0.57500    1.00000E-003    1.29546E-002
  D        0.00528      0.62500    1.00000E-003    1.14034E-002
  D        0.00528      0.67500    1.00000E-003    9.85211E-003
  D        0.00528      0.72500    1.00000E-003    8.30086E-003
  D        0.00528      0.77500    1.00000E-003    6.74961E-003
  D        0.00528      0.82500    1.00000E-003    5.19836E-003
  D        0.00528      0.87500    1.00000E-003    3.64712E-003
  D        0.00528      0.92500    9.99989E-004    2.09598E-003
  D        0.00528      0.97500    9.99065E-004    5.54212E-004
  D        0.00528      1.00000    9.77503E-004    0.00000E+000
  D        0.00556      0.00000    1.02287E-003    3.05566E-002
  D        0.00556      0.02500    1.00098E-003    3.00072E-002
  D        0.00556      0.07500    1.00001E-003    2.84665E-002
  D        0.00556      0.12500    1.00000E-003    2.69154E-002
  D        0.00556      0.17500    1.00000E-003    2.53641E-002
  D        0.00556      0.22500    1.00000E-003    2.38129E-002
  D        0.00556      0.27500    1.00000E-003    2.22616E-002
  D        0.00556      0.32500    1.00000E-003    2.07104E-002
  D        0.00556      0.37500    1.00000E-003    1.91591E-002
  D        0.00556      0.42500    1.00000E-003    1.76079E-002
  D        0.00556      0.47500    1.00000E-003    1.60566E-002
  D        0.00556      0.52500    1.00000E-003    1.45054E-002
  D        0.00556      0.57500    1.00000E-003    1.29541E-002
  D        0.00556      0.62500    1.00000E-003    1.14029E-002
  D        0.00556      0.67500    1.00000E-003    9.85162E-003
  D        0.00556      0.72500    1.00000E-003    8.30037E-003
  D        0.00556      0.77500    1.00000E-003    6.74912E-003
  D        0.00556      0.82500    1.00000E-003    5.19788E-003
  D        0.00556      0.87500    1.00000E-003    3.64663E-003
  D        0.00556      0.92500    9.99988E-004    2.09550E-003
  D        0.00556      0.97500    9.99017E-004    5.54222E-004
  D        0.00556      1.00000    9.77455E-004    0.00000E+000
  D        0.00583      0.00000    1.02292E-003    3.05556E-002
  D        0.00583      0.02500    1.00103E-003    3.00062E-002
  D        0.00583      0.07500    1.00001E-003    2.84660E-002
  D        0.00583      0.12500    1.00000E-003    2.69149E-002
